datetime,close,volume,open,high,low,missing
2014-11-13,2.54,100.0,2.54,2.54,2.54,0.0
2014-11-14,2.48,254.0,2.48,2.48,2.48,0.0
2014-11-17,2.49,242.0,2.49,2.49,2.49,0.0
2014-11-18,2.51,1631.0,2.35,2.51,2.334,0.0
2014-11-19,2.2405,3525.0,2.24,2.5,2.24,0.0
2014-11-20,2.27,12730.0,2.44,2.44,2.173,0.0
2014-11-21,2.3,4161.0,2.4,2.4,2.3,0.0
2014-11-24,2.39,13784.0,2.26,2.39,2.2305,0.0
2014-11-25,2.62,19665.0,2.34,2.72,2.34,0.0
2014-11-26,2.29,6129.0,2.52,2.7995,2.29,0.0
2014-11-27,2.29,6129.0,2.52,2.7995,2.29,1.0
2014-11-28,2.3,19821.0,2.51,2.76,2.3,0.0
2014-12-01,2.19,3611.0,2.45,2.45,2.19,0.0
2014-12-02,2.23,15924.0,2.2,2.45,2.17,0.0
2014-12-03,2.19,6463.0,2.19,2.45,2.1799,0.0
2014-12-04,2.19,0.0,2.19,2.19,2.19,0.0
2014-12-05,2.23,1362.0,2.16,2.23,2.12,0.0
2014-12-08,2.21,900.0,2.13,2.23,2.13,0.0
2014-12-09,2.35,500.0,2.14,2.35,2.14,0.0
2014-12-10,2.35,0.0,2.35,2.35,2.35,0.0
2014-12-11,2.23,2300.0,2.17,2.3003,2.17,0.0
2014-12-12,2.23,0.0,2.23,2.23,2.23,0.0
2014-12-15,2.11,601.0,2.23,2.23,2.11,0.0
2014-12-16,2.07,5926.0,2.12,2.1201,2.07,0.0
2014-12-17,2.34,49147.0,2.07,2.35,2.05,0.0
2014-12-18,2.32,21163.0,2.28,2.42,2.25,0.0
2014-12-19,2.27,14525.0,2.35,2.41,2.26,0.0
2014-12-22,2.25,19261.0,2.21,2.39,2.16,0.0
2014-12-23,2.35,13210.0,2.19,2.38,2.19,0.0
2014-12-24,2.2908,10011.0,2.31,2.38,2.25,0.0
2014-12-25,2.2908,10011.0,2.31,2.38,2.25,1.0
2014-12-26,2.17,5700.0,2.22,2.22,2.16,0.0
2014-12-29,2.34,1150.0,2.308,2.34,2.308,0.0
